Model,Displ,Cyl,Trans,Drive,Fuel,Sales Area,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Brand
MITSUBISHI SPORT,3.5,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YMTXT03.5GNG,SUV,1,15,19,16,4,no,MITSUBISHI
MITSUBISHI SPORT,3.5,6,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YMTXT03.5GNG,SUV,1,14,17,15,3,no,MITSUBISHI
MITSUBISHI SPORT,3,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YMTXT03.0GFG,SUV,0,16,19,17,4,no,MITSUBISHI
MITSUBISHI SPORT,3,6,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YMTXT03.0GFG,SUV,0,15,19,17,4,no,MITSUBISHI
MITSUBISHI SPORT,3.5,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YMTXT03.5GFG,SUV,0,15,19,16,4,no,MITSUBISHI
MITSUBISHI SPORT,3.5,6,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YMTXT03.5GFG,SUV,0,14,17,15,3,no,MITSUBISHI
NISSAN Altima,2.4,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YNSXV02.433A,small car,2,18,26,21,6,no,NISSAN
NISSAN Altima,2.4,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YNSXV02.433A,small car,2,21,28,24,7,no,NISSAN
NISSAN Altima,2.4,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YNSXV02.4A3A,small car,0,18,26,21,6,no,NISSAN
NISSAN Altima,2.4,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YNSXV02.4A3A,small car,0,21,28,24,7,no,NISSAN
NISSAN Frontier,2.4,4,Auto-L4,2WD,Gasoline,CE,TLEV,TLEV,YNSXT02.423A,pickup,1,17,22,19,5,no,NISSAN
NISSAN Frontier,2.4,4,Man-5,2WD,Gasoline,CE,TLEV,TLEV,YNSXT02.423A,pickup,1,20,24,21,6,no,NISSAN
NISSAN Frontier,2.4,4,Man-5,4WD,Gasoline,CE,TLEV,TLEV,YNSXT02.423B,pickup,1,16,19,17,4,no,NISSAN
NISSAN Frontier,3.3,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YNSXT03.335A,pickup,1,14,18,15,3,no,NISSAN
NISSAN Frontier,3.3,6,Man-5,2WD,Gasoline,CL,LEV,LEV,YNSXT03.335A,pickup,1,15,17,16,4,no,NISSAN
NISSAN Frontier,3.3,6,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YNSXT03.335A,pickup,1,14,17,15,3,no,NISSAN
NISSAN Frontier,3.3,6,Man-5,4WD,Gasoline,CL,LEV,LEV,YNSXT03.335A,pickup,1,15,17,15,3,no,NISSAN
NISSAN Frontier,2.4,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YNSXT02.4A3A,pickup,0,17,22,19,5,no,NISSAN
NISSAN Frontier,2.4,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YNSXT02.4A3A,pickup,0,20,24,21,6,no,NISSAN
NISSAN Frontier,2.4,4,Man-5,4WD,Gasoline,FA,T1,TIER 1,YNSXT02.4A3B,pickup,0,16,19,17,4,no,NISSAN
NISSAN Frontier,3.3,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YNSXT03.3A5A,pickup,0,14,18,15,3,no,NISSAN
NISSAN Frontier,3.3,6,Man-5,2WD,Gasoline,FA,T1,TIER 1,YNSXT03.3A5A,pickup,0,15,17,16,4,no,NISSAN
NISSAN Frontier,3.3,6,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YNSXT03.3A5A,pickup,0,14,17,15,3,no,NISSAN
NISSAN Frontier,3.3,6,Man-5,4WD,Gasoline,FA,T1,TIER 1,YNSXT03.3A5A,pickup,0,15,17,15,3,no,NISSAN
NISSAN Maxima,3,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YNSXV03.036A,midsize car,2,18,26,20,6,no,NISSAN
NISSAN Maxima,3,6,Man-5,2WD,Gasoline,CL,LEV,LEV,YNSXV03.036A,midsize car,2,19,25,21,6,no,NISSAN
NISSAN Maxima,3,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YNSXV03.0A6A,midsize car,0,18,26,20,6,no,NISSAN
NISSAN Maxima,3,6,Man-5,2WD,Gasoline,FA,T1,TIER 1,YNSXV03.0A6A,midsize car,0,19,25,21,6,no,NISSAN
NISSAN Pathfinder,3.3,6,Auto-L4,2WD,Gasoline,CE,TLEV,TLEV,YNSXT03.325A,SUV,1,14,18,15,3,no,NISSAN
NISSAN Pathfinder,3.3,6,Man-5,2WD,Gasoline,CE,TLEV,TLEV,YNSXT03.325A,SUV,1,15,17,16,4,no,NISSAN
NISSAN Pathfinder,3.3,6,Man-5,4WD,Gasoline,CE,TLEV,TLEV,YNSXT03.325A,SUV,1,14,16,15,3,no,NISSAN
NISSAN Pathfinder,3.3,6,Auto-L4,4WD,Gasoline,CE,TLEV,TLEV,YNSXT03.325A,SUV,1,14,17,15,3,no,NISSAN
NISSAN Pathfinder,3.3,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YNSXT03.3A5B,SUV,0,14,18,15,3,no,NISSAN
NISSAN Pathfinder,3.3,6,Man-5,2WD,Gasoline,FA,T1,TIER 1,YNSXT03.3A5B,SUV,0,15,17,16,4,no,NISSAN
NISSAN Pathfinder,3.3,6,Man-5,4WD,Gasoline,FA,T1,TIER 1,YNSXT03.3A5B,SUV,0,14,16,15,3,no,NISSAN
NISSAN Pathfinder,3.3,6,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YNSXT03.3A5B,SUV,0,14,17,15,3,no,NISSAN
NISSAN Quest,3.3,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YNSXT03.335B,minivan,1,15,22,18,5,no,NISSAN
NISSAN Quest,3.3,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YNSXT03.3A5C,minivan,0,15,22,18,5,no,NISSAN
NISSAN Sentra,1.8,4,Auto-L4,2WD,Gasoline,CA,SLEV,SULEV,YNSXV01.85BA,small car,9.5,23,30,26,8,yes,NISSAN
NISSAN Sentra,1.8,4,Auto-L4,2WD,Gasoline,CL,ULEV,ULEV,YNSXV01.848A,small car,3,23,30,26,8,no,NISSAN
NISSAN Sentra,1.8,4,Man-5,2WD,Gasoline,CL,ULEV,ULEV,YNSXV01.848A,small car,3,23,32,26,8,no,NISSAN
NISSAN Sentra,2,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YNSXV02.0C9B,small car,2,21,27,23,7,no,NISSAN
NISSAN Sentra,2,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YNSXV02.0C9B,small car,2,21,28,24,7,no,NISSAN
NISSAN Sentra,1.8,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YNSXV01.8A8A,small car,0,23,30,26,8,no,NISSAN
NISSAN Sentra,1.8,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YNSXV01.8A8A,small car,0,23,32,26,8,no,NISSAN
NISSAN Xterra,2.4,4,Man-5,2WD,Gasoline,CE,TLEV,TLEV,YNSXT02.423B,SUV,1,17,22,19,5,no,NISSAN
NISSAN Xterra,3.3,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YNSXT03.335A,SUV,1,14,18,16,4,no,NISSAN
NISSAN Xterra,3.3,6,Man-5,2WD,Gasoline,CL,LEV,LEV,YNSXT03.335A,SUV,1,15,18,16,4,no,NISSAN
NISSAN Xterra,3.3,6,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YNSXT03.335A,SUV,1,14,17,15,3,no,NISSAN
NISSAN Xterra,3.3,6,Man-5,4WD,Gasoline,CL,LEV,LEV,YNSXT03.335A,SUV,1,15,17,15,3,no,NISSAN
NISSAN Xterra,2.4,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YNSXT02.4A3B,SUV,0,17,22,19,5,no,NISSAN
NISSAN Xterra,3.3,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YNSXT03.3A5A,SUV,0,14,18,16,4,no,NISSAN
NISSAN Xterra,3.3,6,Man-5,2WD,Gasoline,FA,T1,TIER 1,YNSXT03.3A5A,SUV,0,15,18,16,4,no,NISSAN
NISSAN Xterra,3.3,6,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YNSXT03.3A5A,SUV,0,14,17,15,3,no,NISSAN
NISSAN Xterra,3.3,6,Man-5,4WD,Gasoline,FA,T1,TIER 1,YNSXT03.3A5A,SUV,0,15,17,15,3,no,NISSAN
OLDSMOBILE Alero,2.4,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXV02.4022,small car,2,19,28,23,7,no,OLDSMOBILE
OLDSMOBILE Alero,2.4,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YGMXV02.4022,small car,2,19,28,23,7,no,OLDSMOBILE
OLDSMOBILE Alero,3.4,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXV03.8043,small car,2,17,29,21,6,no,OLDSMOBILE
OLDSMOBILE Alero,2.4,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXX02.4021,small car,0,19,28,23,7,no,OLDSMOBILE
OLDSMOBILE Alero,2.4,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YGMXX02.4021,small car,0,19,28,23,7,no,OLDSMOBILE
OLDSMOBILE Alero,3.4,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXV03.4041,small car,0,17,29,21,6,no,OLDSMOBILE
OLDSMOBILE Bravada,4.3,6,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YGMXT04.3188,SUV,1,14,18,16,4,no,OLDSMOBILE
OLDSMOBILE Bravada,4.3,6,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YGMXT04.3182,SUV,0,14,18,16,4,no,OLDSMOBILE
OLDSMOBILE Intrigue,3.5,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXV03.5064,midsize car,2,17,26,20,6,no,OLDSMOBILE
OLDSMOBILE Intrigue,3.5,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXV03.5063,midsize car,0,17,26,20,6,no,OLDSMOBILE
OLDSMOBILE Silhouette,3.4,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXT03.4142,minivan,1,17,24,19,5,no,OLDSMOBILE
OLDSMOBILE Silhouette,3.4,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXT03.4141,minivan,0,17,24,19,5,no,OLDSMOBILE
PLYMOUTH Breeze,2,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YCRXV0122V31,midsize car,2,19,27,22,6,no,PLYMOUTH
PLYMOUTH Breeze,2.4,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YCRXV0148V30,midsize car,2,17,25,20,6,no,PLYMOUTH
PLYMOUTH Breeze,2,4,Auto-L4,2WD,Gasoline,CL,T1,TIER 1,YCRXV02.0VB1,midsize car,0,19,27,22,6,no,PLYMOUTH
PLYMOUTH Breeze,2,4,Man-5,2WD,Gasoline,CL,T1,TIER 1,YCRXV02.0VB1,midsize car,0,23,34,27,8,no,PLYMOUTH
PLYMOUTH Breeze,2.4,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YCRXV02.4VB0,midsize car,0,17,25,20,6,no,PLYMOUTH
PLYMOUTH Neon,2,4,Auto-L3,2WD,Gasoline,CL,ULEV,ULEV,YCRXV0122V40,small car,3,22,28,24,7,no,PLYMOUTH
PLYMOUTH Neon,2,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YCRXV0122V30,small car,2,24,31,27,8,no,PLYMOUTH
PLYMOUTH Neon,2,4,Auto-L3,2WD,Gasoline,FA,T1,TIER 1,YCRXV02.0VB0,small car,0,22,28,24,7,no,PLYMOUTH
PLYMOUTH Neon,2,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YCRXV02.0VB0,small car,0,24,31,27,8,no,PLYMOUTH
PLYMOUTH Prowler,3.5,6,Auto-L4,2WD,Gasoline,CL,T1,TIER 1,YCRXV03.5VB0,small car,0,15,21,18,5,no,PLYMOUTH
PLYMOUTH Voyager,3.3,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YCRXT0201230,minivan,1,16,23,19,5,no,PLYMOUTH
PLYMOUTH Voyager,3.8,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YCRXT0232230,minivan,1,15,22,18,5,no,PLYMOUTH
PLYMOUTH Voyager,2.4,4,Auto-L3,2WD,Gasoline,FA,T1,TIER 1,YCRXT02.42B0,minivan,0,18,24,20,6,no,PLYMOUTH
PLYMOUTH Voyager,3,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YCRXT03.02B0,minivan,0,16,23,18,5,no,PLYMOUTH
PLYMOUTH Voyager,3.3,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YCRXT03.32BP,minivan,0,16,23,19,5,no,PLYMOUTH
PLYMOUTH Voyager,3.8,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YCRXT03.82B0,minivan,0,15,22,18,5,no,PLYMOUTH
PONTIAC Bonneville,3.8,6,Auto-L4,2WD,Gasoline,CL,ULEV,ULEV,YGMXV03.8044,large car,3,17,27,20,6,no,PONTIAC
PONTIAC Bonneville,3.8,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXV03.8042,large car,0,17,27,20,6,no,PONTIAC
PONTIAC Firebird,5.7,8,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXV05.7083,small car,2,15,23,18,5,no,PONTIAC
PONTIAC Firebird,5.7,8,Man-6,2WD,Gasoline,CL,LEV,LEV,YGMXV05.7083,small car,2,16,25,19,5,no,PONTIAC
PONTIAC Firebird,3.8,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXV03.8042,small car,0,17,26,20,6,no,PONTIAC
PONTIAC Firebird,3.8,6,Man-5,2WD,Gasoline,FA,T1,TIER 1,YGMXV03.8042,small car,0,17,28,21,6,no,PONTIAC
PONTIAC Firebird,5.7,8,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXV05.7081,small car,0,15,23,18,5,no,PONTIAC
PONTIAC Firebird,5.7,8,Man-6,2WD,Gasoline,FA,T1,TIER 1,YGMXV05.7081,small car,0,16,25,19,5,no,PONTIAC
PONTIAC Grand Am,2.4,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXV02.4022,small car,2,19,28,23,7,no,PONTIAC
PONTIAC Grand Am,2.4,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YGMXV02.4022,small car,2,19,28,23,7,no,PONTIAC
PONTIAC Grand Am,3.4,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXV03.8043,small car,2,17,29,21,6,no,PONTIAC
PONTIAC Grand Am,2.4,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXX02.4021,small car,0,19,28,23,7,no,PONTIAC
PONTIAC Grand Am,2.4,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YGMXX02.4021,small car,0,19,28,23,7,no,PONTIAC
PONTIAC Grand Am,3.4,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXV03.4041,small car,0,17,29,21,6,no,PONTIAC
PONTIAC Grand Prix,3.8,6,Auto-L4,2WD,Gasoline,CL,ULEV,ULEV,YGMXV03.8044,midsize car,3,17,27,21,6,no,PONTIAC
PONTIAC Grand Prix,3.1,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXV03.8043,midsize car,2,18,27,21,6,no,PONTIAC
PONTIAC Grand Prix,3.8,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXV03.8043,midsize car,2,16,25,19,5,no,PONTIAC
PONTIAC Grand Prix,3.1,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXV03.4041,midsize car,0,18,27,21,6,no,PONTIAC
PONTIAC Grand Prix,3.8,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXV03.8042,midsize car,0,16,25,19,5,no,PONTIAC
PONTIAC Grand Prix,3.8,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXV03.8042,midsize car,0,17,27,21,6,no,PONTIAC
PONTIAC Montana,3.4,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXT03.4142,minivan,1,17,24,19,5,no,PONTIAC
PONTIAC Montana,3.4,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXT03.4141,minivan,0,17,24,19,5,no,PONTIAC
PONTIAC Sunfire,2.4,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXV02.4022,small car,2,19,28,23,7,no,PONTIAC
PONTIAC Sunfire,2.4,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YGMXV02.4022,small car,2,20,30,24,7,no,PONTIAC
PONTIAC Sunfire,2.2,4,Man-5,2WD,Gasoline,CL,TLEV,TLEV,YGMXX02.2023,small car,1,21,31,24,7,no,PONTIAC
PONTIAC Sunfire,2.2,4,Auto-L3,2WD,Gasoline,FA,T1,TIER 1,YGMXX02.4021,small car,0,20,26,22,6,no,PONTIAC
PONTIAC Sunfire,2.2,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXX02.4021,small car,0,20,29,23,7,no,PONTIAC
PONTIAC Sunfire,2.2,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YGMXX02.4021,small car,0,21,31,24,7,no,PONTIAC
PONTIAC Sunfire,2.4,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXX02.4021,small car,0,19,28,23,7,no,PONTIAC
PONTIAC Sunfire,2.4,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YGMXX02.4021,small car,0,20,30,24,7,no,PONTIAC
PONTIAC Trans Am,5.7,8,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXV05.7083,small car,2,15,23,18,5,no,PONTIAC
PONTIAC Trans Am,5.7,8,Man-6,2WD,Gasoline,CL,LEV,LEV,YGMXV05.7083,small car,2,16,25,19,5,no,PONTIAC
PONTIAC Trans Am,3.8,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXV03.8042,small car,0,17,26,20,6,no,PONTIAC
PONTIAC Trans Am,3.8,6,Man-5,2WD,Gasoline,FA,T1,TIER 1,YGMXV03.8042,small car,0,17,28,21,6,no,PONTIAC
PONTIAC Trans Am,5.7,8,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXV05.7081,small car,0,15,23,18,5,no,PONTIAC
PONTIAC Trans Am,5.7,8,Man-6,2WD,Gasoline,FA,T1,TIER 1,YGMXV05.7081,small car,0,16,25,19,5,no,PONTIAC
PORSCHE 911 Carrera,3.4,6,Auto-5,4WD,Gasoline,CA,LEV,LEV,YPRXV03.4996,small car,2,15,22,17,4,no,PORSCHE
PORSCHE 911 Carrera,3.4,6,Man-6,4WD,Gasoline,CA,LEV,LEV,YPRXV03.4996,small car,2,15,22,17,4,no,PORSCHE
PORSCHE 911 Carrera,3.4,6,Auto-5,2WD,Gasoline,CA,LEV,LEV,YPRXV03.4996,small car,2,15,23,18,5,no,PORSCHE
PORSCHE 911 Carrera,3.4,6,Man-6,2WD,Gasoline,CA,LEV,LEV,YPRXV03.4996,small car,2,15,23,18,5,no,PORSCHE
PORSCHE 911 Carrera,3.4,6,Auto-5,4WD,Gasoline,FA,T1,TIER 1,YPRXV03.4996,small car,0,15,22,17,4,no,PORSCHE
PORSCHE 911 Carrera,3.4,6,Man-6,4WD,Gasoline,FA,T1,TIER 1,YPRXV03.4996,small car,0,15,22,17,4,no,PORSCHE
PORSCHE 911 Carrera,3.4,6,Auto-5,2WD,Gasoline,FA,T1,TIER 1,YPRXV03.4996,small car,0,15,23,18,5,no,PORSCHE
PORSCHE 911 Carrera,3.4,6,Man-6,2WD,Gasoline,FA,T1,TIER 1,YPRXV03.4996,small car,0,15,23,18,5,no,PORSCHE
PORSCHE Boxster,2.7,6,Auto-5,2WD,Gasoline,CA,LEV,LEV,YPRXV03.4996,small car,2,16,23,18,5,no,PORSCHE
PORSCHE Boxster,2.7,6,Man-5,2WD,Gasoline,CA,LEV,LEV,YPRXV03.4996,small car,2,17,25,20,6,no,PORSCHE
PORSCHE Boxster,2.7,6,Auto-5,2WD,Gasoline,FA,T1,TIER 1,YPRXV03.4996,small car,0,16,23,18,5,no,PORSCHE
PORSCHE Boxster,2.7,6,Man-5,2WD,Gasoline,FA,T1,TIER 1,YPRXV03.4996,small car,0,17,25,20,6,no,PORSCHE
PORSCHE Boxster S,3.2,6,Auto-5,2WD,Gasoline,CA,LEV,LEV,YPRXV03.4996,small car,2,15,22,17,4,no,PORSCHE
PORSCHE Boxster S,3.2,6,Man-6,2WD,Gasoline,CA,LEV,LEV,YPRXV03.4996,small car,2,16,23,18,5,no,PORSCHE
PORSCHE Boxster S,3.2,6,Auto-5,2WD,Gasoline,FA,T1,TIER 1,YPRXV03.4996,small car,0,15,22,17,4,no,PORSCHE
PORSCHE Boxster S,3.2,6,Man-6,2WD,Gasoline,FA,T1,TIER 1,YPRXV03.4996,small car,0,16,23,18,5,no,PORSCHE
QVALE Detomaso Mangusta,4.6,8,Man-5,2WD,Gasoline,CL,T1,TIER 1,YQAGV04.6BHQ,small car,0,17,28,21,6,no,QVALE
ROLLS-ROYCE Corniche,6.7,8,Auto-L4,2WD,Gasoline,CL,T1,TIER 1,YRRXV06.7TUR,small car,0,10,15,12,0,no,ROLLS-ROYCE
SAAB 9-3,2,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YSAXV02.3TV2,midsize car,2,17,24,20,6,no,SAAB
SAAB 9-3,2,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YSAXV02.3TV2,midsize car,2,18,23,20,6,no,SAAB
SAAB 9-3,2,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YSAXV02.3TV2,midsize car,2,19,27,22,6,no,SAAB
SAAB 9-3,2,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YSAXV02.3TV2,midsize car,2,19,27,22,6,no,SAAB
SAAB 9-3 Convertible,2,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YSAXV02.3TV2,small car,2,17,24,20,6,no,SAAB
SAAB 9-3 Convertible,2,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YSAXV02.3TV2,small car,2,18,23,20,6,no,SAAB
SAAB 9-3 Convertible,2,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YSAXV02.3TV2,small car,2,19,27,22,6,no,SAAB
SAAB 9-3 Convertible,2,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YSAXV02.3TV2,small car,2,19,27,22,6,no,SAAB
SAAB 9-3 Viggen,2.3,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YSAXV02.3TV2,midsize car,2,18,27,21,6,no,SAAB
SAAB 9-3 Viggen Convertible,2.3,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YSAXV02.3TV2,small car,2,18,27,21,6,no,SAAB
SAAB 9-5,2.3,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YSAXV02.3TV2,midsize car,2,16,22,19,5,no,SAAB
SAAB 9-5,2.3,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YSAXV02.3TV2,midsize car,2,17,25,20,6,no,SAAB
SAAB 9-5,2.3,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YSAXV02.3TV2,midsize car,2,18,25,20,6,no,SAAB
SAAB 9-5,2.3,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YSAXV02.3TV2,midsize car,2,18,27,21,6,no,SAAB
SAAB 9-5,3,6,Auto-L4,2WD,Gasoline,CL,T1,TIER 1,YSAXV03.0TE1,midsize car,0,16,24,19,5,no,SAAB
SAAB 9-5 Wagon,2.3,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YSAXV02.3TV2,station wagon,2,17,24,19,5,no,SAAB
SAAB 9-5 Wagon,2.3,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YSAXV02.3TV2,station wagon,2,17,25,20,6,no,SAAB
SAAB 9-5 Wagon,2.3,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YSAXV02.3TV2,station wagon,2,17,25,20,6,no,SAAB
SAAB 9-5 Wagon,2.3,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YSAXV02.3TV2,station wagon,2,18,26,21,6,no,SAAB
SAAB 9-5 Wagon,3,6,Auto-L4,2WD,Gasoline,CL,T1,TIER 1,YSAXV03.0TE1,station wagon,0,17,24,19,5,no,SAAB
SATURN LS,2.2,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXV02.4022,midsize car,2,20,29,23,7,no,SATURN
SATURN LS,3,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXV03.0061,midsize car,2,18,24,20,6,no,SATURN
SATURN LS,2.2,4,Man-5,2WD,Gasoline,CL,TLEV,TLEV,YGMXX02.2023,midsize car,1,21,30,24,7,no,SATURN
SATURN LS,2.2,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXX02.4021,midsize car,0,20,29,23,7,no,SATURN
SATURN LS,2.2,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YGMXX02.4021,midsize car,0,21,30,24,7,no,SATURN
SATURN LS,3,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXV03.0062,midsize car,0,18,24,20,6,no,SATURN
SATURN LW,2.2,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXV02.4022,station wagon,2,19,28,23,7,no,SATURN
SATURN LW,3,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXV03.0061,station wagon,2,18,24,20,6,no,SATURN
SATURN LW,2.2,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXX02.4021,station wagon,0,19,28,23,7,no,SATURN
SATURN LW,3,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXV03.0062,station wagon,0,18,24,20,6,no,SATURN
SATURN SC,1.9,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXV01.9002,small car,2,22,32,26,8,no,SATURN
SATURN SC,1.9,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXV01.9002,small car,2,23,33,27,8,no,SATURN
SATURN SC,1.9,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YGMXV01.9002,small car,2,23,34,27,8,no,SATURN
SATURN SC,1.9,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YGMXV01.9002,small car,2,25,36,29,8,no,SATURN
SATURN SC,1.9,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXV01.9001,small car,0,22,32,26,8,no,SATURN
SATURN SC,1.9,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXV01.9001,small car,0,23,33,27,8,no,SATURN
SATURN SC,1.9,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YGMXV01.9001,small car,0,23,34,27,8,no,SATURN
SATURN SC,1.9,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YGMXV01.9001,small car,0,25,36,29,8,no,SATURN
SATURN SL,1.9,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXV01.9002,small car,2,22,32,26,8,no,SATURN
SATURN SL,1.9,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXV01.9002,small car,2,23,34,27,8,no,SATURN
SATURN SL,1.9,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YGMXV01.9002,small car,2,23,34,27,8,no,SATURN
